InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
536447,74348.0,Product 74348,81.0,2011-07-31 09:39:00,35.33,15634.0,United Kingdom,2861.73
536431,83999.0,Product 83999,36.0,2011-03-04 14:01:00,17.43,15513.0,Norway,627.48
536377,83482.0,Product 83482,24.0,2011-09-04 11:39:00,7.94,14058.0,France,190.56
536392,82406.0,Product 82406,94.0,2011-10-07 20:26:00,23.43,16710.0,Norway,2202.42
536389,75468.0,Product 75468,3.0,2011-05-19 09:16:00,18.21,13978.0,Norway,54.63
536449,82643.0,Product 82643,76.0,2011-04-10 01:25:00,4.16,16272.0,France,316.16
536392,80487.0,Product 80487,84.0,2011-10-31 10:21:00,5.53,16683.0,France,464.52
536457,77569.0,Product 77569,52.0,2011-09-26 04:39:00,41.58,13938.0,United Kingdom,2162.16
536431,72606.0,Product 72606,82.0,2011-07-26 21:38:00,38.91,13582.0,Norway,3190.62
536387,,Product UnknownStockCode,97.0,2011-05-31 21:42:00,14.41,17187.0,Norway,1397.77
536448,81498.0,Product 81498,71.0,2011-11-16 13:29:00,10.35,13627.0,Australia,734.85
536365,71841.0,Product 71841,30.0,2011-09-07 22:55:00,44.07,15944.0,Norway,1322.1
536460,72261.0,Product 72261,47.0,2011-09-19 18:56:00,34.14,16525.0,France,1604.58
536440,81993.0,Product 81993,43.0,2011-06-24 03:36:00,11.49,14506.0,United Kingdom,494.07
536427,84008.0,Product 84008,98.0,2011-07-23 23:55:00,11.27,17299.0,Germany,1104.46
536402,84554.0,Product 84554,62.0,2011-02-27 16:19:00,14.39,15314.0,Germany,892.1800000000001
C536452,74734.0,Product 74734,10.0,2011-04-14 15:10:00,9.42,17702.0,Australia,94.2
536446,77905.0,Product 77905,8.0,2011-06-03 02:41:00,2.53,16715.0,Germany,20.24
536432,72901.0,Product 72901,2.0,2011-05-12 08:41:00,38.88,14185.0,United Kingdom,77.76
536426,84091.0,Product 84091,,2011-11-23 15:03:00,37.48,17735.0,Germany,
536378,73057.0,Product 73057,100.0,2011-02-11 06:46:00,25.63,15139.0,France,2563.0
536376,74771.0,Product 74771,25.0,2011-10-11 06:50:00,42.86,15815.0,France,1071.5
536407,76873.0,Product 76873,6.0,2011-11-08 09:21:00,21.77,15182.0,France,130.62
,75471.0,Product 75471,28.0,2011-09-20 16:41:00,14.9,14366.0,Norway,417.2
536396,73831.0,Product 73831,96.0,2011-02-08 01:13:00,31.4,14154.0,United Kingdom,3014.4
536407,71329.0,Product 71329,-50.0,2011-07-01 04:23:00,18.47,15602.0,Australia,-923.5
536366,84249.0,Product 84249,84.0,2011-07-01 15:48:00,44.49,15227.0,Germany,3737.16
536367,77156.0,Product 77156,70.0,2011-10-16 00:42:00,38.95,16109.0,France,2726.5
536450,81039.0,Product 81039,95.0,2011-02-13 11:24:00,33.94,14582.0,United Kingdom,3224.3
536367,76170.0,Product 76170,79.0,2011-12-10 11:18:00,3.76,14743.0,Norway,297.04
536374,79606.0,Product 79606,18.0,2011-11-13 02:18:00,46.74,14480.0,Australia,841.32
536368,75825.0,Product 75825,48.0,2011-05-31 10:17:00,11.54,15110.0,United Kingdom,553.92
536449,77817.0,Product 77817,88.0,2010-12-30 12:22:00,18.56,15490.0,France,1633.28
536457,81656.0,Product 81656,42.0,2011-08-08 22:40:00,33.17,14024.0,Germany,1393.14
536452,81815.0,Product 81815,81.0,2011-06-03 14:24:00,49.03,14365.0,United Kingdom,3971.43
536374,77090.0,Product 77090,70.0,2011-06-22 05:23:00,44.32,15366.0,Norway,3102.4
C536416,81821.0,Product 81821,6.0,2011-02-09 22:49:00,49.28,13225.0,Germany,295.68
536448,74871.0,Product 74871,67.0,2011-05-19 14:31:00,8.1,16984.0,France,542.6999999999999
536446,76688.0,Product 76688,15.0,2011-08-05 22:30:00,47.8,13838.0,Australia,717.0
536377,75133.0,Product 75133,37.0,2011-02-21 19:05:00,23.51,13411.0,Germany,869.87
536415,71064.0,Product 71064,16.0,2011-02-15 01:46:00,21.74,14959.0,United Kingdom,347.84
536460,79835.0,Product 79835,80.0,2011-05-07 09:56:00,44.89,14386.0,United Kingdom,3591.2
536419,74362.0,Product 74362,36.0,2011-01-28 16:16:00,49.84,13990.0,United Kingdom,1794.2400000000002
536405,82795.0,Product 82795,94.0,2011-03-04 16:40:00,33.85,13699.0,Norway,3181.9
536424,74093.0,Product 74093,59.0,2010-12-18 08:51:00,16.86,17001.0,Australia,994.74
536393,82823.0,Product 82823,54.0,2011-01-23 01:04:00,45.66,14413.0,France,2465.64
536389,72533.0,Product 72533,98.0,2011-04-04 20:45:00,22.23,16441.0,Australia,2178.54
536431,80116.0,Product 80116,85.0,2011-12-08 02:16:00,1.05,14756.0,France,89.25
536428,77097.0,Product 77097,52.0,2011-07-30 01:17:00,44.07,15594.0,Norway,2291.64
536392,80091.0,Product 80091,33.0,2011-03-15 18:43:00,43.41,15220.0,Australia,1432.53
536464,72017.0,Product 72017,29.0,2011-10-23 05:52:00,24.0,16839.0,Norway,696.0
536418,75531.0,Product 75531,85.0,2011-07-14 21:35:00,42.66,16402.0,Norway,3626.1
536419,74017.0,Product 74017,11.0,2011-01-15 01:37:00,43.64,13605.0,,480.04
536425,80039.0,Product 80039,50.0,2011-10-23 01:44:00,31.37,15296.0,Germany,1568.5
536416,78987.0,Product 78987,93.0,2011-03-02 05:05:00,21.41,16966.0,Norway,1991.13
536460,77633.0,Product 77633,92.0,2011-04-09 06:59:00,34.9,14714.0,United Kingdom,3210.8
C536366,81269.0,Product 81269,42.0,2011-01-29 16:28:00,-11.32,14584.0,France,-475.44
536452,78709.0,Product 78709,9.0,2011-06-21 20:33:00,12.6,15557.0,Norway,113.4
536371,76550.0,Product 76550,22.0,2011-05-13 18:31:00,1.69,15827.0,Germany,37.18
536379,79399.0,Product 79399,50.0,2011-02-09 03:35:00,41.2,15011.0,France,2060.0
536453,76763.0,Product 76763,69.0,2011-07-28 10:53:00,18.08,14305.0,Utopia,1247.52
536371,73917.0,Product 73917,70.0,2011-07-31 07:11:00,41.44,15542.0,Norway,2900.8
536443,72189.0,Product 72189,52.0,2011-05-30 16:54:00,,15461.0,Norway,
536369,73447.0,Product 73447,21.0,2011-09-16 06:38:00,29.43,14288.0,Australia,618.03
536388,78825.0,Product 78825,4.0,2011-07-07 16:41:00,30.61,16162.0,Australia,122.44
536459,82197.0,Product 82197,18.0,2011-08-12 13:11:00,29.51,17207.0,Germany,531.1800000000001
536414,76453.0,Product 76453,72.0,2011-08-26 07:50:00,15.26,14500.0,Norway,1098.72
536376,73284.0,Product 73284,79.0,2011-02-04 14:56:00,13.39,17126.0,United Kingdom,1057.81
536440,82902.0,Product 82902,59.0,2011-06-06 14:06:00,37.93,17439.0,Norway,2237.87
536420,84749.0,Product 84749,63.0,2011-09-02 14:10:00,4.06,13432.0,Australia,255.78
536431,71010.0,Product 71010,96.0,2011-10-21 09:48:00,36.33,16384.0,Germany,3487.68
536457,84719.0,Product 84719,-89.0,2011-10-03 19:00:00,37.07,17107.0,Norway,-3299.23
536441,71216.0,Product 71216,14.0,2011-05-28 19:14:00,36.35,16169.0,United Kingdom,508.9
536378,78854.0,Product 78854,-25.0,2011-07-16 17:56:00,39.5,14777.0,Australia,-987.5
536366,75356.0,Product 75356,85.0,2011-04-21 15:39:00,-25.55,16965.0,France,-2171.75
536411,81706.0,Product 81706,69.0,2010-12-04 03:46:00,27.48,16707.0,Australia,1896.12
C536376,72104.0,Product 72104,42.0,2011-01-29 06:45:00,5.42,17606.0,Norway,227.64
536426,73004.0,Product 73004,60.0,2011-05-23 05:22:00,45.07,14515.0,Germany,2704.2
536388,83250.0,Product 83250,95.0,2011-11-17 18:44:00,37.69,13442.0,France,3580.55
536450,83112.0,Product 83112,73.0,2011-05-21 20:58:00,8.79,17967.0,France,641.67
536383,79098.0,Product 79098,27.0,2011-09-29 17:52:00,35.82,14467.0,United Kingdom,967.14
536416,77036.0,Product 77036,51.0,2011-04-28 09:33:00,33.78,13952.0,Australia,1722.78
536371,,Product UnknownStockCode,69.0,2011-02-25 13:03:00,40.92,15269.0,France,2823.48
536417,79342.0,Product 79342,48.0,2011-12-05 08:12:00,43.61,15027.0,Australia,2093.28
536408,80806.0,Product 80806,94.0,2011-09-01 12:05:00,42.73,16518.0,United Kingdom,4016.62
536419,76449.0,Product 76449,6.0,2011-02-06 04:15:00,41.45,16031.0,United Kingdom,248.7
536446,71747.0,Product 71747,12.0,2011-04-06 09:47:00,31.62,13719.0,Australia,379.44
536414,77806.0,Product 77806,33.0,2011-05-26 21:43:00,46.89,15934.0,Norway,1547.37
536393,83132.0,Product 83132,7.0,2011-01-12 10:49:00,28.68,13339.0,Norway,200.76
536386,82433.0,Product 82433,71.0,2011-05-15 16:01:00,9.39,15971.0,France,666.69
536453,79922.0,Product 79922,24.0,2011-09-08 14:19:00,6.68,14477.0,United Kingdom,160.32
536428,81716.0,Product 81716,4.0,2011-02-15 01:48:00,4.22,17224.0,Australia,16.88
536402,80434.0,Product 80434,63.0,2011-03-16 17:42:00,31.08,17307.0,Norway,1958.04
536369,82474.0,Product 82474,99.0,2011-02-24 06:46:00,9.58,15100.0,Germany,948.42
536423,80207.0,Product 80207,13.0,2011-03-19 05:41:00,40.05,14213.0,Norway,520.65
536424,73165.0,Product 73165,66.0,2011-11-05 03:57:00,34.78,13158.0,France,2295.48
C536414,82199.0,Product 82199,93.0,2011-08-10 19:21:00,17.16,14830.0,United Kingdom,1595.88
536403,80132.0,Product 80132,32.0,2011-02-28 03:19:00,35.45,16792.0,United Kingdom,1134.4
536375,81175.0,Product 81175,31.0,2011-02-23 11:55:00,7.1,14629.0,United Kingdom,220.1
536458,84468.0,Product 84468,85.0,2011-03-05 09:22:00,44.5,14265.0,Australia,3782.5
536387,84951.0,Product 84951,54.0,2011-10-11 12:15:00,16.72,16692.0,Australia,902.88
536413,73971.0,Product 73971,29.0,2011-03-03 10:13:00,26.15,14700.0,Norway,758.3499999999999
536412,82662.0,Product 82662,30.0,2011-08-23 13:39:00,37.04,17233.0,France,1111.2
536424,72556.0,Product 72556,,2010-12-25 05:48:00,27.76,17514.0,Germany,
536454,77194.0,Product 77194,46.0,2011-01-29 22:44:00,40.59,15689.0,Norway,1867.14
536405,73447.0,Product 73447,51.0,2011-01-29 16:01:00,14.85,17227.0,Norway,757.35
536372,78065.0,Product 78065,60.0,2011-07-30 00:54:00,31.39,14519.0,,1883.4
536373,71579.0,Product 71579,37.0,2011-04-11 01:48:00,48.55,,Norway,1796.35
536465,73403.0,Product 73403,40.0,2011-05-16 02:45:00,25.77,13561.0,Germany,1030.8
536407,84034.0,Product 84034,86.0,2011-03-08 11:15:00,21.34,16627.0,United Kingdom,1835.24
536427,78199.0,Product 78199,9.0,2011-06-26 13:01:00,46.69,16815.0,Australia,420.21
536457,77785.0,Product 77785,95.0,2011-02-11 18:52:00,2.8,16791.0,United Kingdom,266.0
536433,77472.0,Product 77472,-60.0,2011-03-21 18:30:00,46.47,15056.0,Australia,-2788.2
536445,71247.0,Product 71247,72.0,2011-07-13 09:38:00,36.79,13126.0,Australia,2648.88
536379,79116.0,Product 79116,51.0,2011-04-29 07:22:00,45.96,17959.0,Germany,2343.96
536370,82485.0,Product 82485,31.0,2011-01-13 17:15:00,2.81,14122.0,France,87.11
C536401,75836.0,Product 75836,81.0,2011-03-08 23:57:00,21.25,15052.0,Australia,1721.25
536390,83359.0,Product 83359,87.0,2011-08-01 21:37:00,4.45,16360.0,France,387.15
536405,80049.0,Product 80049,23.0,2011-07-29 09:05:00,15.0,14346.0,Norway,345.0
536393,81469.0,Product 81469,94.0,2011-08-10 18:35:00,36.88,17767.0,Norway,3466.7200000000003
536430,72419.0,Product 72419,30.0,2011-01-08 21:54:00,22.28,13676.0,Germany,668.4000000000001
536463,77379.0,Product 77379,99.0,2011-06-10 05:14:00,10.27,14574.0,Norway,1016.73
536419,78007.0,Product 78007,32.0,2011-03-22 07:28:00,38.12,13542.0,France,1219.84
536414,79795.0,Product 79795,19.0,2011-10-24 00:04:00,3.49,14720.0,Norway,66.31
536389,77681.0,Product 77681,48.0,2011-11-20 04:54:00,47.03,14678.0,Australia,2257.44
536411,84700.0,Product 84700,48.0,2011-09-21 21:08:00,12.2,17226.0,France,585.5999999999999
536387,74423.0,Product 74423,34.0,2011-02-21 05:37:00,19.6,15393.0,Germany,666.4000000000001
536390,81048.0,Product 81048,-99.0,2011-04-07 18:50:00,38.05,16339.0,Norway,-3766.95
536406,79364.0,Product 79364,83.0,2011-03-27 13:49:00,45.64,15423.0,Australia,3788.12
536406,79449.0,Product 79449,21.0,2011-02-17 12:52:00,23.79,13930.0,United Kingdom,499.59
536402,83544.0,Product 83544,30.0,2011-05-16 02:48:00,33.03,14685.0,Utopia,990.9
536412,78035.0,Product 78035,71.0,2011-06-05 09:55:00,22.16,15277.0,Australia,1573.36
536430,71419.0,Product 71419,14.0,2011-11-28 12:05:00,30.83,17935.0,France,431.62
536369,81754.0,Product 81754,95.0,2011-05-07 20:55:00,45.16,16133.0,Australia,4290.2
,76010.0,Product 76010,19.0,2011-10-09 14:17:00,18.88,15021.0,Germany,358.72
536368,72841.0,Product 72841,78.0,2011-04-15 13:52:00,17.05,16026.0,France,1329.9
C536387,78708.0,Product 78708,100.0,2011-09-30 01:07:00,43.08,15550.0,United Kingdom,4308.0
536436,81398.0,Product 81398,34.0,2011-03-12 20:01:00,9.5,17111.0,France,323.0
536464,76501.0,Product 76501,90.0,2011-09-02 20:43:00,8.86,14360.0,Norway,797.4
536402,76398.0,Product 76398,47.0,2011-10-13 05:05:00,43.42,14323.0,Germany,2040.74
536424,73337.0,Product 73337,46.0,2010-12-04 17:53:00,36.13,14661.0,France,1661.98
536425,84029.0,Product 84029,10.0,2011-07-21 04:01:00,27.22,16594.0,Utopia,272.2
536436,79045.0,Product 79045,18.0,2011-09-24 07:27:00,8.16,16927.0,Germany,146.88
536434,82156.0,Product 82156,12.0,2011-04-07 22:15:00,33.71,13952.0,United Kingdom,404.52
536455,77401.0,Product 77401,20.0,2011-07-23 08:23:00,48.81,14763.0,Australia,976.2
536432,73961.0,Product 73961,11.0,2011-04-03 00:10:00,46.32,15537.0,Germany,509.52
536370,77130.0,Product 77130,24.0,2011-09-16 08:42:00,23.25,13382.0,Germany,558.0
536432,75886.0,Product 75886,51.0,,18.17,15661.0,United Kingdom,926.67
536421,83327.0,Product 83327,59.0,2011-03-29 13:46:00,40.43,15019.0,Utopia,2385.37
536440,73901.0,Product 73901,43.0,2011-07-05 19:07:00,9.36,15002.0,Germany,402.48
536402,81657.0,Product 81657,7.0,2011-09-21 01:47:00,7.67,13753.0,Norway,53.69
536409,72843.0,Product 72843,33.0,2011-09-24 12:02:00,29.78,17133.0,France,982.74
536465,80335.0,Product 80335,40.0,2011-10-01 09:46:00,28.61,13344.0,France,1144.4
536374,76019.0,Product 76019,42.0,2011-10-17 22:10:00,36.63,17663.0,Australia,1538.46
536396,73381.0,Product 73381,64.0,2010-12-14 15:29:00,16.12,13350.0,United Kingdom,1031.68
536369,76003.0,Product 76003,71.0,2011-08-04 15:16:00,43.8,15143.0,Germany,3109.8
C536385,79647.0,Product 79647,75.0,2010-12-09 04:41:00,25.66,13448.0,Australia,1924.5
,82479.0,Product 82479,24.0,2011-11-02 01:13:00,14.77,15953.0,,354.48
536450,79933.0,Product 79933,22.0,2011-11-20 01:00:00,4.2,16386.0,Australia,92.4
536424,77276.0,Product 77276,69.0,2011-05-25 23:38:00,15.94,16209.0,Australia,1099.86
,71307.0,Product 71307,42.0,2011-07-06 22:19:00,24.49,15538.0,France,1028.58
536365,72954.0,Product 72954,33.0,2011-06-01 01:31:00,21.94,16849.0,Australia,724.0200000000001
536416,77415.0,Product 77415,7.0,2011-03-04 06:03:00,32.43,16058.0,United Kingdom,227.01
536410,81037.0,Product 81037,28.0,2011-10-08 22:53:00,37.16,14077.0,Norway,1040.48
536400,76587.0,Product 76587,95.0,2011-07-12 20:58:00,46.95,16817.0,France,4460.25
536449,84902.0,Product 84902,78.0,2011-10-02 02:10:00,21.39,16249.0,Germany,1668.42
536432,80090.0,Product 80090,4.0,2010-12-18 19:23:00,34.57,17697.0,Norway,138.28
536375,71126.0,Product 71126,71.0,2010-09-12 16:34:00,36.98,14838.0,Germany,2625.58
536402,75022.0,Product 75022,73.0,2011-08-30 11:51:00,10.08,14335.0,Australia,735.84
536441,72174.0,Product 72174,50.0,2011-10-28 17:22:00,19.18,15935.0,Australia,959.0
536444,82213.0,Product 82213,27.0,2011-08-09 00:10:00,42.99,16843.0,Australia,1160.73
536397,78007.0,Product 78007,57.0,2010-12-21 03:42:00,18.02,14585.0,United Kingdom,1027.14
536445,78585.0,Product 78585,87.0,2011-07-30 20:27:00,48.75,14427.0,United Kingdom,4241.25
536409,73434.0,Product 73434,22.0,2011-10-07 10:22:00,36.97,17181.0,United Kingdom,813.3399999999999
536412,71393.0,Product 71393,26.0,2011-11-23 00:50:00,42.99,15391.0,Australia,1117.74
536438,83589.0,Product 83589,38.0,2011-06-20 23:37:00,23.13,16019.0,France,878.9399999999999
C536396,76563.0,Product 76563,64.0,2011-02-16 18:54:00,20.8,15711.0,United Kingdom,1331.2
536377,72867.0,Product 72867,69.0,2011-08-11 08:09:00,16.26,13679.0,Australia,1121.94
536416,78373.0,Product 78373,3.0,2011-08-28 13:27:00,25.34,17582.0,Norway,76.02
536398,83747.0,Product 83747,28.0,2010-12-12 23:50:00,23.54,13086.0,France,659.12
536443,79343.0,Product 79343,59.0,2010-12-29 18:29:00,22.8,14029.0,Norway,1345.2
536449,75860.0,Product 75860,64.0,2010-12-02 11:28:00,36.49,13402.0,Norway,2335.36
536418,78890.0,Product 78890,8.0,2011-01-26 02:38:00,18.19,13727.0,United Kingdom,145.52
536459,78808.0,Product 78808,59.0,2011-11-15 10:20:00,44.92,16382.0,France,2650.28
536415,75737.0,Product 75737,90.0,2011-12-03 21:29:00,18.13,16257.0,Germany,1631.6999999999998
536409,75573.0,Product 75573,12.0,2011-02-12 06:51:00,31.45,17501.0,Australia,377.4
536389,82808.0,Product 82808,90.0,2011-03-03 12:58:00,1.48,14459.0,Australia,133.2
536442,82513.0,Product 82513,8.0,2011-01-19 05:29:00,43.75,13903.0,Germany,350.0
536450,72872.0,Product 72872,93.0,2010-12-25 14:44:00,7.66,16305.0,Utopia,712.38
536434,78954.0,Product 78954,40.0,2011-04-21 06:56:00,39.99,15923.0,United Kingdom,1599.6
536463,81832.0,Product 81832,30.0,2010-12-23 17:52:00,6.19,14702.0,Norway,185.7
536387,84574.0,Product 84574,82.0,2010-12-19 07:19:00,7.2,17796.0,Australia,590.4
536430,82326.0,Product 82326,89.0,2011-02-26 23:09:00,48.18,17079.0,Germany,4288.02
536399,83398.0,Product 83398,94.0,2011-11-14 19:39:00,25.85,15473.0,United Kingdom,2429.9
536437,79493.0,Product 79493,30.0,2011-11-29 15:06:00,19.02,13631.0,Norway,570.6
536391,72817.0,Product 72817,28.0,2011-08-10 18:38:00,9.66,16250.0,United Kingdom,270.48
C536401,82651.0,Product 82651,84.0,2011-11-03 09:35:00,35.6,16875.0,United Kingdom,2990.4
536375,83293.0,Product 83293,94.0,2011-07-04 05:23:00,3.31,15594.0,Germany,311.14
536398,74917.0,Product 74917,89.0,2011-04-10 02:53:00,4.18,16548.0,Norway,372.02
536405,81425.0,Product 81425,50.0,2011-02-05 12:11:00,12.7,14388.0,France,635.0
536401,76272.0,Product 76272,23.0,2011-05-19 16:58:00,22.41,16172.0,France,515.43
536393,77391.0,Product 77391,51.0,2011-10-31 00:49:00,21.74,14275.0,Australia,1108.74
536454,83488.0,Product 83488,12.0,2011-03-29 16:19:00,39.15,16555.0,Germany,469.8
536417,78533.0,Product 78533,39.0,2011-08-22 07:10:00,18.73,15015.0,France,730.47
536378,72677.0,Product 72677,94.0,2010-12-15 15:42:00,22.16,13301.0,France,2083.04
536403,71011.0,Product 71011,68.0,2011-05-02 11:27:00,26.4,16346.0,Norway,1795.1999999999998
536372,82813.0,Product 82813,34.0,2011-01-16 11:32:00,42.77,17774.0,Germany,1454.18
536374,77711.0,Product 77711,27.0,2011-04-18 10:35:00,25.57,13175.0,United Kingdom,690.39
536390,83416.0,Product 83416,25.0,2011-06-28 07:51:00,9.87,13296.0,Norway,246.75
536464,84228.0,Product 84228,96.0,2011-10-18 03:36:00,30.71,14637.0,France,2948.16
536452,78021.0,Product 78021,63.0,2011-08-07 05:56:00,39.75,13758.0,Germany,2504.25
536454,83475.0,Product 83475,44.0,2011-04-08 19:35:00,30.79,14679.0,United Kingdom,1354.76
536371,77589.0,Product 77589,52.0,2010-12-26 15:22:00,8.61,15262.0,United Kingdom,447.72
536390,76391.0,Product 76391,67.0,2011-09-27 14:05:00,13.66,14755.0,Australia,915.22
536445,77034.0,Product 77034,65.0,2011-04-18 05:56:00,17.78,16766.0,Australia,1155.7
,79447.0,Product 79447,93.0,2011-05-01 05:26:00,21.71,16916.0,United Kingdom,2019.03
C536387,79655.0,Product 79655,95.0,2011-05-28 04:11:00,,15166.0,Norway,
536462,72661.0,Product 72661,49.0,2011-07-05 19:59:00,6.92,16306.0,Germany,339.08
536368,72170.0,Product 72170,86.0,2011-03-13 05:24:00,28.0,13651.0,,2408.0
536451,75982.0,Product 75982,56.0,2011-04-18 14:34:00,24.06,14271.0,United Kingdom,1347.36
536401,81613.0,Product 81613,80.0,2011-03-30 10:18:00,6.79,14126.0,Australia,543.2
536408,79451.0,Product 79451,93.0,2011-10-27 03:03:00,37.87,15650.0,France,3521.91
536426,80316.0,Product 80316,37.0,2011-11-27 13:42:00,41.76,15647.0,Germany,1545.12
536368,71708.0,Product 71708,12.0,2011-11-27 22:28:00,8.95,13988.0,United Kingdom,107.4
536382,71225.0,Product 71225,99.0,2011-09-03 09:59:00,26.16,16134.0,Australia,2589.84
536406,79305.0,Product 79305,18.0,2011-02-23 03:31:00,17.41,13517.0,Australia,313.38
536430,71365.0,Product 71365,99.0,2010-12-19 04:57:00,17.5,13714.0,Australia,1732.5
536416,78958.0,Product 78958,69.0,2011-04-22 10:46:00,6.64,16401.0,France,458.16
536449,82966.0,Product 82966,75.0,2010-12-16 13:44:00,44.12,17098.0,Norway,3309.0
536415,78593.0,Product 78593,91.0,2011-02-05 10:27:00,36.46,17148.0,France,3317.86
536401,71370.0,Product 71370,39.0,2011-01-21 10:08:00,19.83,16976.0,Australia,773.3699999999999
536429,80817.0,Product 80817,66.0,2010-12-18 05:46:00,15.22,14134.0,Germany,1004.52
536448,79060.0,Product 79060,57.0,2011-04-07 00:57:00,13.07,17577.0,,744.99
536368,81656.0,Product 81656,99.0,2010-12-17 00:39:00,43.14,16012.0,France,4270.86
536460,81486.0,Product 81486,96.0,2011-04-18 14:20:00,19.56,16815.0,Germany,1877.76
536412,74174.0,Product 74174,9.0,2011-06-21 17:47:00,21.05,14045.0,Australia,189.45
C536454,77006.0,Product 77006,32.0,2011-07-23 10:01:00,43.74,13425.0,Australia,1399.68
536419,78062.0,Product 78062,15.0,2011-01-25 15:35:00,46.95,,Australia,704.25
536416,78775.0,Product 78775,72.0,2011-08-20 04:43:00,5.88,14744.0,Germany,423.36
536376,77976.0,Product 77976,,2011-06-18 13:38:00,21.13,16587.0,France,
536373,84769.0,Product 84769,59.0,2011-06-19 03:25:00,26.48,13451.0,Norway,1562.32
536430,76291.0,Product 76291,100.0,2011-01-02 04:28:00,11.73,15408.0,Norway,1173.0
536462,84715.0,Product 84715,,2011-07-02 06:00:00,37.02,13960.0,Germany,
536404,79079.0,Product 79079,50.0,2011-01-10 22:06:00,17.44,,France,872.0000000000001
536372,71631.0,Product 71631,12.0,2011-11-12 00:27:00,14.79,14194.0,France,177.48
536463,78762.0,Product 78762,40.0,2011-09-18 09:42:00,12.95,14219.0,Norway,518.0
536407,74404.0,Product 74404,75.0,2011-08-26 02:07:00,15.92,17784.0,Germany,1194.0
536445,77627.0,Product 77627,67.0,2011-11-06 03:06:00,43.63,17890.0,Germany,2923.21
536459,74054.0,Product 74054,17.0,2011-08-19 06:14:00,43.99,14196.0,France,747.83
536450,76971.0,Product 76971,66.0,2011-07-01 10:45:00,8.71,13054.0,Australia,574.86
536452,73949.0,Product 73949,4.0,2011-08-25 07:39:00,5.85,13191.0,Norway,23.4
536431,80595.0,Product 80595,83.0,2011-08-15 21:12:00,22.18,13989.0,France,1840.94
536393,79915.0,Product 79915,2.0,2011-07-13 10:53:00,45.7,15844.0,Germany,91.4
536385,83399.0,Product 83399,45.0,2011-10-08 07:44:00,41.44,16032.0,United Kingdom,1864.8
536370,71489.0,Product 71489,11.0,2011-05-25 06:15:00,28.88,14152.0,Germany,317.68
536395,76124.0,Product 76124,33.0,2011-02-18 01:31:00,1.13,14634.0,United Kingdom,37.29
C536415,83162.0,Product 83162,80.0,2011-04-16 08:38:00,27.01,15933.0,Germany,2160.8
536429,,Product UnknownStockCode,83.0,2011-02-27 08:44:00,18.0,14426.0,United Kingdom,1494.0
536457,83321.0,Product 83321,50.0,2011-08-21 23:04:00,5.19,17815.0,United Kingdom,259.5
536403,82474.0,Product 82474,71.0,2011-04-12 11:42:00,18.87,16851.0,Norway,1339.77
536432,82784.0,Product 82784,40.0,2010-12-14 01:59:00,11.96,13087.0,Norway,478.4
536424,77041.0,Product 77041,15.0,2011-03-20 22:43:00,41.51,16439.0,Germany,622.65
536432,71487.0,Product 71487,,2011-06-15 06:00:00,41.87,16486.0,France,
536416,84730.0,Product 84730,79.0,2011-01-28 12:43:00,42.71,16314.0,Germany,3374.09
536424,75044.0,Product 75044,44.0,2011-07-28 03:41:00,22.53,17585.0,France,991.32
536369,77538.0,Product 77538,38.0,2011-10-23 16:44:00,4.5,17154.0,Australia,171.0
536432,81942.0,Product 81942,22.0,2011-05-01 02:22:00,24.89,16195.0,Germany,547.58
536373,79988.0,Product 79988,2.0,2011-01-06 18:56:00,44.03,16212.0,Germany,88.06
536429,83667.0,Product 83667,81.0,2011-12-04 16:21:00,14.64,13652.0,Germany,1185.84
536435,81769.0,Product 81769,84.0,2011-09-24 08:35:00,16.34,15244.0,France,1372.56
536382,71536.0,Product 71536,13.0,2011-05-29 15:08:00,46.76,16505.0,France,607.88
536456,81887.0,Product 81887,13.0,2011-04-18 04:39:00,24.82,,United Kingdom,322.66
536438,73106.0,Product 73106,50.0,2011-07-15 17:21:00,23.7,14083.0,Australia,1185.0
536405,79654.0,Product 79654,81.0,2011-09-19 05:09:00,3.54,16692.0,United Kingdom,286.74
536446,80608.0,Product 80608,33.0,2011-08-01 08:32:00,5.24,17141.0,Norway,172.92000000000002
536404,73088.0,Product 73088,88.0,2011-11-22 01:06:00,8.99,16083.0,Norway,791.12
C536377,76115.0,Product 76115,82.0,2011-09-07 21:10:00,32.66,16339.0,United Kingdom,2678.12
536453,82697.0,Product 82697,31.0,2011-09-14 03:27:00,8.12,15082.0,Australia,251.72
536410,74800.0,Product 74800,45.0,,46.45,16161.0,United Kingdom,2090.25
536451,74388.0,Product 74388,22.0,2011-03-17 15:06:00,37.02,17190.0,United Kingdom,814.44
536407,74995.0,Product 74995,23.0,2011-07-26 17:19:00,31.7,16628.0,United Kingdom,729.1
536407,76110.0,Product 76110,60.0,2011-05-06 13:55:00,29.77,14218.0,France,1786.2
536407,75514.0,Product 75514,78.0,2011-07-09 04:46:00,14.25,14900.0,Germany,1111.5
536419,77206.0,Product 77206,33.0,2011-11-23 23:58:00,3.4,16460.0,France,112.2
536426,84620.0,Product 84620,93.0,2011-04-21 01:05:00,33.64,14764.0,Norway,3128.52
536411,84085.0,Product 84085,67.0,2010-12-30 06:23:00,21.68,14629.0,United Kingdom,1452.56
